SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
BALAMINES, EQ, 22-Mar-2022,3108.55,3103.9,3110,3035,3090.4,3081.65,3072.52,55130,1693.88,7130,24285,44.05
BALAXI, EQ, 22-Mar-2022,402.65,407.95,407.95,380.2,389.8,389.9,392.16,5271,20.67,425,2863,54.32
BALKRISHNA, BE, 22-Mar-2022,48.2,50.5,50.6,50.5,50.6,50.6,50.6,15366,7.78,96, -, -
BALKRISIND, EQ, 22-Mar-2022,2055.35,2042.5,2067.9,1996.2,2052,2050.45,2030.65,458904,9318.74,51976,222028,48.38
BALLARPUR, BZ, 22-Mar-2022,1.25,1.2,1.3,1.2,1.2,1.2,1.21,14175239,171.87,2798, -, -
BALMLAWRIE, EQ, 22-Mar-2022,117.6,118.3,118.7,116.9,118,117.85,117.68,158770,186.83,2690,80905,50.96
BALPHARMA, EQ, 22-Mar-2022,119.65,119.95,121.5,116.55,119.2,120,119.18,82689,98.55,3356,36243,43.83
BALRAMCHIN, EQ, 22-Mar-2022,499.55,499.7,499.9,486.3,490.55,491.4,491.58,3849048,18921.09,59188,640379,16.64
BANARBEADS, EQ, 22-Mar-2022,92.45,91,94.45,90,90.75,90.5,91.62,18025,16.52,422,9361,51.93
BANARISUG, EQ, 22-Mar-2022,2439.95,2450,2478.3,2390,2400,2413.2,2422.95,2140,51.85,539,1017,47.52
BANCOINDIA, EQ, 22-Mar-2022,144.65,145.4,145.5,141.9,143.8,144.05,143.37,85393,122.43,2648,51137,59.88
BANDHANBNK, EQ, 22-Mar-2022,294.95,290,306,280.25,305.6,303.3,290.73,18303607,53214.94,156430,4464441,24.39
BANG, EQ, 22-Mar-2022,34.5,35.15,35.15,33.6,33.75,33.9,34.56,9017,3.12,99,5201,57.68
BANKA, BE, 22-Mar-2022,66.65,66.65,69.95,66.65,69.95,69.3,68.96,8330,5.74,64, -, -
BANKBARODA, EQ, 22-Mar-2022,106.5,106.2,107.45,103.5,107.2,106.8,105.55,32477182,34278.7,68521,5154235,15.87
BANKBEES, EQ, 22-Mar-2022,362.88,378,378,356.7,366.8,365.95,361.63,1305369,4720.62,16482,426705,32.69
BANKINDIA, EQ, 22-Mar-2022,47.45,47.8,47.95,47,47.85,47.8,47.47,2787479,1323.3,7396,1104066,39.61
BANSWRAS, EQ, 22-Mar-2022,231.55,236,236,220.6,227.45,226.5,228.42,56058,128.05,1063,30908,55.14
BARBEQUE, EQ, 22-Mar-2022,1285.75,1299.9,1307.3,1275.1,1291,1285.25,1288.56,46330,596.99,8933,7844,16.93
BARTRONICS, BZ, 22-Mar-2022,7.1,6.85,7.1,6.75,6.75,6.9,6.89,73613,5.07,139, -, -
BASF, EQ, 22-Mar-2022,2891.35,2915.8,2944,2866.65,2906,2919.8,2906.23,55570,1614.99,7207,35081,63.13
BASML, EQ, 22-Mar-2022,75.25,75.8,85.5,75.15,83.9,83.4,81.61,797076,650.52,8646,457165,57.36
BATAINDIA, EQ, 22-Mar-2022,1956.35,1952.15,1975.75,1910,1936.5,1936.05,1942.61,452707,8794.32,27093,96863,21.4
BAYERCROP, EQ, 22-Mar-2022,4622.3,4646.6,4699.95,4551.15,4670.05,4677.85,4628.47,8137,376.62,2493,4951,60.85
BBETF0432, EQ, 22-Mar-2022,1008.87,1005.2,1008.85,1005.2,1008.85,1008.85,1007.2,298,3,23,198,66.44
BBL, EQ, 22-Mar-2022,1821.9,1811.5,1844,1799.55,1819.5,1824.55,1825.19,11062,201.9,3468,2175,19.66
BBOX, EQ, 22-Mar-2022,796.7,796.65,814.75,791.05,796.6,798.75,796.85,5573,44.41,490,3612,64.81
BBTC, EQ, 22-Mar-2022,926.55,930,950,921.35,933.75,933.15,930.3,83137,773.42,7463,37683,45.33
BBTCL, SM, 22-Mar-2022,246,246,246,246,246,246,246,1000,2.46,1,1000,100
BCG, EQ, 22-Mar-2022,74.35,78.05,78.05,78.05,78.05,78.05,78.05,1115402,870.57,1761,730778,65.52
BCLIND, BE, 22-Mar-2022,485.7,505,507.85,490,507.85,507.85,503.62,122604,617.45,2033, -, -
BCONCEPTS, EQ, 22-Mar-2022,68.8,70.85,70.85,66.95,69.9,68.75,68.9,3029,2.09,115,1609,53.12
BCP, BE, 22-Mar-2022,5.1,4.9,5.15,4.9,5,4.95,4.97,147976,7.36,473, -, -
BDL, EQ, 22-Mar-2022,572.15,574.6,587.5,570.1,577,575.35,578.55,691087,3998.29,22467,153034,22.14
BEARDSELL, EQ, 22-Mar-2022,17.25,17.8,17.8,16.4,16.4,16.4,16.6,46690,7.75,187,39536,84.68
BECTORFOOD, EQ, 22-Mar-2022,300.3,302.9,305,299,301,302.15,302.26,71926,217.4,2701,43710,60.77
BEDMUTHA, EQ, 22-Mar-2022,68.85,67.25,70,67.25,69.05,69.25,69.49,5001,3.48,106,3928,78.54
BEL, EQ, 22-Mar-2022,208.9,209.3,210.65,205,209.55,209.8,208.35,6544026,13634.15,57512,2538843,38.8
BEML, EQ, 22-Mar-2022,1553.1,1569.45,1569.45,1540.1,1543.85,1547.3,1551.56,89008,1381.01,6572,32230,36.21
BEPL, EQ, 22-Mar-2022,132.85,133.8,133.8,130,131.5,131.05,131.26,348746,457.77,4409,206207,59.13
BERGEPAINT, EQ, 22-Mar-2022,693.55,689.65,699.95,678.05,699.35,697.65,689.2,478565,3298.25,18429,117651,24.58
BESTAGRO, EQ, 22-Mar-2022,925,937.05,937.05,909.05,910.1,911.4,924.81,100868,932.84,2725,45844,45.45
BETA, SM, 22-Mar-2022,554.95,560,560,548.1,548.1,548.1,551.44,800,4.41,4,600,75
BEWLTD, SM, 22-Mar-2022,807.25,847.6,847.6,815,815.2,820.15,831.02,4250,35.32,16,3250,76.47
BFINVEST, EQ, 22-Mar-2022,288.15,289.55,292,283.45,286,286.1,288.33,15073,43.46,644,9475,62.86
BFUTILITIE, EQ, 22-Mar-2022,337.8,338.9,341.75,335,338.7,339.25,338.55,101114,342.32,5660,29383,29.06
BGRENERGY, EQ, 22-Mar-2022,92.55,92.9,94.8,88.1,88.75,88.55,90.15,316852,285.63,3502,196265,61.94
BHAGCHEM, EQ, 22-Mar-2022,1000.5,1005,1022.3,980.5,1013.95,998.1,998.78,2683,26.8,242,1429,53.26
BHAGERIA, EQ, 22-Mar-2022,239.7,240.05,245.45,238,244,244.1,240.96,18866,45.46,675,13102,69.45
BHAGYANGR, EQ, 22-Mar-2022,47,47.75,49.5,47,48.45,48.25,48.54,47516,23.06,504,17178,36.15
BHAGYAPROP, EQ, 22-Mar-2022,34.65,32.75,36.4,32.75,34,33.95,34.78,47409,16.49,462,19151,40.4
BHANDARI, BE, 22-Mar-2022,8.25,8.25,8.6,8.1,8.35,8.35,8.26,264876,21.88,771, -, -
BHARATFORG, EQ, 22-Mar-2022,669.05,674.4,693.85,668,690.55,689.5,683.14,1249429,8535.41,29339,371694,29.75
BHARATGEAR, EQ, 22-Mar-2022,146.05,146.05,153,143,149.05,148.55,147.68,32838,48.5,910,13852,42.18
BHARATRAS, EQ, 22-Mar-2022,12681.25,12780,12780,12550,12625,12585.2,12615,954,120.35,501,487,51.05
BHARATWIRE, EQ, 22-Mar-2022,67.45,67.9,68.65,66.1,67,67.65,67.44,95026,64.08,420,81304,85.56
BHARTIARTL, EQ, 22-Mar-2022,708.2,708.5,721,705.85,717.5,719.25,714.25,3000133,21428.5,72315,1415443,47.18
BHEL, EQ, 22-Mar-2022,50.7,50.75,51.15,50.1,50.85,51,50.66,18084732,9160.98,28261,3480360,19.24
BIGBLOC, EQ, 22-Mar-2022,75,75,75.95,72,72.45,72.2,72.5,151310,109.7,1314,109678,72.49
BIL, EQ, 22-Mar-2022,272.8,277.05,279.85,272,272,273.75,276.22,2125,5.87,181,986,46.4
BINDALAGRO, EQ, 22-Mar-2022,22.85,23,24.4,22.7,23.7,24.05,23.67,501711,118.76,2398,195453,38.96
BIOCON, EQ, 22-Mar-2022,329.8,331,335.65,328.7,334.4,334.7,332.55,1558965,5184.36,20768,528709,33.91
BIOFILCHEM, EQ, 22-Mar-2022,62.55,62.55,63.8,62.4,62.75,62.9,63.04,14604,9.21,317,9360,64.09
BIRET, RR, 22-Mar-2022,302.42,299.06,304,299.06,303,303.51,303.19,50929,154.41,1285,46726,91.75
BIRLACABLE, EQ, 22-Mar-2022,158.3,158.8,163,157.1,160.15,160.3,160.21,295063,472.73,4067,124936,42.34
BIRLACORPN, EQ, 22-Mar-2022,1072.35,1076.75,1081.95,1062,1068.15,1070.2,1073.14,103925,1115.26,10727,57186,55.03
BIRLAMONEY, EQ, 22-Mar-2022,63.45,63.45,63.85,62,62.45,62.25,62.56,50358,31.51,1001,26522,52.67
BIRLATYRE, EQ, 22-Mar-2022,22.3,22.4,22.75,21.9,22.05,22.1,22.2,240603,53.41,1260,145432,60.44
BKMINDST, BZ, 22-Mar-2022,2.7,2.65,2.65,2.6,2.6,2.6,2.6,49060,1.28,219, -, -
BLBLIMITED, BE, 22-Mar-2022,23.3,24.35,24.35,22.55,23.75,23.5,23.7,7958,1.89,151, -, -
BLISSGVS, EQ, 22-Mar-2022,72.65,72.95,73.1,72,72.4,72.2,72.45,140812,102.01,1737,80388,57.09
BLKASHYAP, EQ, 22-Mar-2022,24.7,24.7,25.9,24.25,25.3,25.3,25.39,497232,126.22,1165,358399,72.08
BLS, EQ, 22-Mar-2022,229.5,231.05,240.95,231.05,238,237.25,238.21,454398,1082.41,6070,218796,48.15
BLUECOAST, EQ, 22-Mar-2022,5.1,5.35,5.35,5.35,5.35,5.35,5.35,2683,0.14,5,2683,100
BLUEDART, EQ, 22-Mar-2022,6199,6201.55,6244,6189.5,6222.5,6215.7,6210.7,4877,302.9,1449,2656,54.46
BLUESTARCO, EQ, 22-Mar-2022,978.75,982.95,992,970.2,982.5,984.75,982.11,104101,1022.38,6829,66646,64.02
BMETRICS, SM, 22-Mar-2022,386.95,367.65,406.25,367.65,406.1,406.1,383.79,56400,216.46,42,36000,63.83
BODALCHEM, EQ, 22-Mar-2022,105.15,105.1,110.7,105,107.05,107.3,108.08,1273839,1376.71,15329,404653,31.77
BOMDYEING, EQ, 22-Mar-2022,99.9,100.25,100.95,98.85,100,100.05,99.9,1736700,1734.99,10417,358468,20.64
BOROLTD, BE, 22-Mar-2022,335.35,337.05,341.9,334.1,338.9,336.35,336.79,16025,53.97,961, -, -
BORORENEW, EQ, 22-Mar-2022,595.35,594,597.8,586,593,593.75,590.98,114716,677.95,4561,48983,42.7
BOSCHLTD, EQ, 22-Mar-2022,14249,14299,14400,13957.55,14261,14306.75,14145.92,34108,4824.89,9618,10900,31.96
BPCL, EQ, 22-Mar-2022,357.2,358.85,369.7,356.7,368,368.4,364.17,7467189,27193.55,115481,2422769,32.45
BPL, EQ, 22-Mar-2022,61.8,62.4,62.4,60.55,60.85,60.8,61.17,97511,59.65,1195,55288,56.7
BRFL, EQ, 22-Mar-2022,7.2,7.05,7.35,7.05,7.1,7.1,7.14,167637,11.97,479,97387,58.09
BRIGADE, EQ, 22-Mar-2022,521.85,522.7,529.55,500.75,511.95,510.1,513.52,335332,1722,20377,108506,32.36
BRIGHT, SM, 22-Mar-2022,5.75,5.65,5.75,5.55,5.75,5.65,5.64,81000,4.57,26,63000,77.78
BRITANNIA, EQ, 22-Mar-2022,3237.55,3230,3250,3132.25,3165.3,3158.4,3161.71,583821,18458.71,56823,308105,52.77
BRITANNIA, N2, 22-Mar-2022,31.39,32.75,32.75,31.35,31.4,31.4,31.38,1397,0.44,37,1321,94.56
BRITANNIA, N3, 22-Mar-2022,30,30,30.05,30,30.01,30.01,30.01,16976,5.09,154,16920,99.67
BRNL, BE, 22-Mar-2022,32.45,32.8,32.8,31.1,31.95,31.7,31.51,26783,8.44,264, -, -
BROOKS, EQ, 22-Mar-2022,88.85,90.75,91,88.45,89,89.05,89.22,7925,7.07,113,6172,77.88
BSE, EQ, 22-Mar-2022,938.05,952.2,967.55,939,955.2,955.85,951.96,2134980,20324.17,63023,863043,40.42
BSHSL, EQ, 22-Mar-2022,425,435,448,426.8,427,431.9,437.23,10074,44.05,688,4521,44.88
BSL, EQ, 22-Mar-2022,120.8,118.6,122,115.2,118.55,118.1,118.04,26745,31.57,1019,15483,57.89
BSLGOLDETF, EQ, 22-Mar-2022,46.55,46.99,47.26,46.11,46.4,46.58,46.99,14231,6.69,197,12566,88.3
BSLNIFTY, EQ, 22-Mar-2022,19.03,19.4,19.4,18.92,19.25,19.24,19.17,62853,12.05,5838,48072,76.48
BSLSENETFG, EQ, 22-Mar-2022,54.59,53.5,55.7,53.5,55.36,55.52,54.83,883,0.48,118,483,54.7
BSOFT, EQ, 22-Mar-2022,443.75,443.8,468.85,443.35,467.1,465.9,460.73,6214056,28630.31,95936,1379041,22.19
BTML, SM, 22-Mar-2022,160,152,152,152,152,152,152,1200,1.82,1,1200,100
BURNPUR, BE, 22-Mar-2022,6.8,6.85,6.85,6.5,6.8,6.6,6.56,158135,10.37,654, -, -
BUTTERFLY, EQ, 22-Mar-2022,1381.25,1371,1389,1371,1382,1378.1,1377.6,33118,456.23,1267,21502,64.93
BVCL, BE, 22-Mar-2022,23.65,23.6,23.95,22.5,23.25,22.55,23.06,14692,3.39,69, -, -
BYKE, EQ, 22-Mar-2022,31.6,32.45,32.8,31.5,31.9,31.85,32.03,68728,22.01,554,46456,67.59
CADSYS, SM, 22-Mar-2022,27.6,28.95,28.95,28.95,28.95,28.95,28.95,6000,1.74,3,6000,100
CALSOFT, EQ, 22-Mar-2022,37.65,38.7,38.7,36.5,37.15,37.35,37.04,30683,11.37,386,22872,74.54
CAMLINFINE, EQ, 22-Mar-2022,142.65,143.2,143.9,140.1,141.4,141.1,141.96,192882,273.82,3035,99212,51.44
CAMS, EQ, 22-Mar-2022,2394.25,2408,2408,2370,2375,2374.8,2385.81,171377,4088.73,18164,112228,65.49
CANBK, EQ, 22-Mar-2022,224.95,225,227.1,220.15,227,226,223.91,9686196,21688.66,45814,2112682,21.81
CANDC, BZ, 22-Mar-2022,4.45,4.6,4.6,4.25,4.3,4.25,4.25,16510,0.7,60, -, -
CANFINHOME, EQ, 22-Mar-2022,600.2,600,611.45,593.95,602.7,601.55,602.73,583635,3517.75,17657,186359,31.93
CANTABIL, EQ, 22-Mar-2022,814.75,836,896.2,835.95,896.2,896.2,868.85,40356,350.63,3469,14668,36.35
CAPACITE, EQ, 22-Mar-2022,125,124.2,125.55,123.3,124,124.15,124.42,97925,121.84,1751,68686,70.14
CAPLIPOINT, EQ, 22-Mar-2022,734.4,730,733.6,700,706.7,706.9,710.95,267558,1902.21,11232,135175,50.52
CAPTRUST, EQ, 22-Mar-2022,111.3,111.4,115.8,109.35,110.65,110.95,111.37,15264,17,492,8320,54.51
CARBORUNIV, EQ, 22-Mar-2022,779.7,783,792,745.85,764.15,763.45,758.11,369328,2799.89,26886,199561,54.03
CAREERP, EQ, 22-Mar-2022,112.15,112.15,122.5,111.5,119.5,118.85,118.36,174863,206.97,5190,55136,31.53
CARERATING, EQ, 22-Mar-2022,510.55,510,515.65,509.25,510.7,510.2,510.64,43750,223.4,2066,29504,67.44
CARTRADE, EQ, 22-Mar-2022,572.05,573.75,587.9,567.1,574,577.65,578.38,185288,1071.67,8765,74980,40.47
CASTROLIND, EQ, 22-Mar-2022,105.3,105.35,105.55,103.05,104.35,103.75,103.76,1732166,1797.29,33341,1132320,65.37
CCCL, BE, 22-Mar-2022,2.85,2.8,2.8,2.75,2.75,2.75,2.75,191193,5.26,645, -, -
CCHHL, BE, 22-Mar-2022,7.7,7.85,7.85,7.4,7.4,7.55,7.58,74865,5.68,140, -, -
CCL, EQ, 22-Mar-2022,392.45,393.85,394.5,388,391.3,390.45,391.18,148216,579.8,10321,62305,42.04
CDSL, EQ, 22-Mar-2022,1492.3,1495,1509.5,1475,1478,1482.7,1488.95,628151,9352.87,35080,238778,38.01
CEATLTD, EQ, 22-Mar-2022,987.7,987.7,1000.65,982,989.7,987.2,989.69,70757,700.28,5166,31069,43.91
CEBBCO, EQ, 22-Mar-2022,42.15,41.6,43,41,42.7,42.75,41.99,89217,37.46,635,62505,70.06
CELEBRITY, BE, 22-Mar-2022,14.4,14,14.5,14,14.5,14.4,14.25,11903,1.7,76, -, -
CENTENKA, EQ, 22-Mar-2022,596,590.5,611,588,595,595.35,596.95,73013,435.85,4747,22555,30.89
CENTEXT, EQ, 22-Mar-2022,11.85,11.9,11.9,11.65,11.65,11.7,11.75,95131,11.17,471,65495,68.85
CENTRALBK, EQ, 22-Mar-2022,19.05,19.15,19.25,18.85,18.95,19,19.01,2519962,479.06,4101,1337883,53.09
CENTRUM, EQ, 22-Mar-2022,25.8,25.8,25.85,25.5,25.6,25.55,25.65,169107,43.38,776,141498,83.67
CENTUM, EQ, 22-Mar-2022,421,423.65,428.35,415.1,424.7,421.4,421.02,7172,30.2,633,5471,76.28
CENTURYPLY, EQ, 22-Mar-2022,692.05,699.6,736,694.85,705,710.5,713.96,2205424,15745.84,75827,852970,38.68
CENTURYTEX, EQ, 22-Mar-2022,811.8,810,841.75,802.65,836.7,834.05,826.95,567788,4695.34,21438,92159,16.23
CERA, EQ, 22-Mar-2022,4771.25,4741.05,4794.95,4741.05,4775,4768.75,4764.36,5935,282.76,2298,3059,51.54
CEREBRAINT, EQ, 22-Mar-2022,73.8,73.8,74.15,72.55,73.9,73.5,73.51,105821,77.79,1618,58455,55.24
CESC, EQ, 22-Mar-2022,74.6,74.25,75.9,73.75,75.45,75.3,74.77,2948605,2204.75,18011,1813887,61.52
CGCL, EQ, 22-Mar-2022,628.9,622,624,615,619.5,617.75,619.28,247858,1534.94,5289,170444,68.77
CGPOWER, EQ, 22-Mar-2022,170.8,173,176,169.6,174.75,174.75,173.41,1711291,2967.59,9450,1171493,68.46
CHALET, EQ, 22-Mar-2022,269.15,271.6,307.9,266.3,301.45,303.65,295.57,4164220,12308.19,95753,556335,13.36
CHAMBLFERT, EQ, 22-Mar-2022,431.65,433.6,441,422,435.1,436.25,434.29,3268144,14193.08,58316,354498,10.85
CHEMBOND, EQ, 22-Mar-2022,192.8,194.4,194.4,186.35,187.95,187.7,190.7,30949,59.02,706,23762,76.78
CHEMCON, EQ, 22-Mar-2022,277.2,275.05,280.1,275.05,276.5,276.35,277.77,92841,257.88,3195,53746,57.89
CHEMFAB, EQ, 22-Mar-2022,207.05,213.9,219.5,208.05,214,212.9,213.95,57849,123.77,2022,31471,54.4
CHEMPLASTS, EQ, 22-Mar-2022,595.45,598,624.9,587.4,620,620.1,610.66,495672,3026.87,22062,233001,47.01
CHENNPETRO, EQ, 22-Mar-2022,126.85,127.5,138.4,127.3,129.5,131.1,133.67,5102390,6820.45,44566,1315582,25.78
CHOLAFIN, EQ, 22-Mar-2022,697.85,697,720,685.15,713,711.95,702.48,1744155,12252.42,39258,516944,29.64
CHOLAHLDNG, EQ, 22-Mar-2022,609.85,609,622.8,602.55,616,618.6,611.78,24819,151.84,1494,14250,57.42
CIGNITITEC, EQ, 22-Mar-2022,441.55,442.5,443,422.5,425.9,424.45,430,316427,1360.64,7770,181291,57.29
CINELINE, EQ, 22-Mar-2022,99.9,98.1,103.5,96,100.3,102.2,100.23,85653,85.85,1139,45910,53.6
CINEVISTA, EQ, 22-Mar-2022,13.85,13.45,14.35,13.45,14.2,14.2,14.15,59318,8.4,507,26749,45.09
CIPLA, EQ, 22-Mar-2022,1050.3,1045,1049.25,1024,1034,1032.6,1033.05,2269544,23445.58,52551,1135440,50.03
CLEAN, EQ, 22-Mar-2022,2088.2,2087.4,2109.1,2060,2070,2067.1,2075.31,93268,1935.6,10557,33377,35.79
CLEDUCATE, EQ, 22-Mar-2022,127.15,127.1,139.85,125.15,139.85,139.55,135.12,106928,144.48,1630,68370,63.94
CLNINDIA, EQ, 22-Mar-2022,488.25,490,494.95,487,491,491.1,492.05,33609,165.37,1997,16114,47.95
CLSEL, EQ, 22-Mar-2022,105.1,107,107.8,103,106.5,106.85,105.89,121977,129.16,2010,67076,54.99
CMICABLES, BE, 22-Mar-2022,34.4,34.4,34.95,33.5,33.85,33.9,34.08,15004,5.11,156, -, -
CMMIPL, SM, 22-Mar-2022,10.35,9.85,10.5,9.85,10.3,10.3,10.26,87000,8.93,3,87000,100
CMSINFO, EQ, 22-Mar-2022,256.95,255.3,258.3,252.3,254.55,254.15,254.27,238512,606.47,5623,120968,50.72
COALINDIA, EQ, 22-Mar-2022,182.3,183.65,185.8,180.5,182.8,183.35,183.34,12372751,22684.01,76044,2109424,17.05
COASTCORP, EQ, 22-Mar-2022,384.65,384,386.65,372.45,375.9,376.65,380.21,36898,140.29,4869,11770,31.9
COCHINSHIP, EQ, 22-Mar-2022,301.8,301.8,302.9,298,300.05,300.55,300.99,187463,564.25,4599,125470,66.93
COFFEEDAY, EQ, 22-Mar-2022,58.8,59,59.4,58.05,59.15,59.1,58.75,936213,549.99,4339,541003,57.79
COFORGE, EQ, 22-Mar-2022,4433.9,4425,4480,4388,4450,4457.7,4446.23,217962,9691.09,23716,55928,25.66
COLPAL, EQ, 22-Mar-2022,1521.2,1501,1518.65,1479.1,1499.95,1505.1,1496.94,416218,6230.53,20693,257161,61.79
COMPINFO, EQ, 22-Mar-2022,33.35,33.7,33.75,32.25,32.4,32.5,32.68,306539,100.16,2195,138149,45.07
COMPUSOFT, BE, 22-Mar-2022,23.85,22.8,23.65,22.7,23.2,23.1,23.11,79885,18.46,412, -, -
CONCOR, EQ, 22-Mar-2022,614.9,610,617.1,607.6,613.3,615.2,613.3,1045609,6412.7,25699,696769,66.64
CONFIPET, EQ, 22-Mar-2022,71.95,72,73.65,70.7,71.6,71.75,71.96,1304952,939.03,10828,272072,20.85
CONSOFINVT, EQ, 22-Mar-2022,145.8,148.5,148.5,143.5,145.55,146.25,144.99,18788,27.24,333,14644,77.94
CONTROLPR, EQ, 22-Mar-2022,385.7,386.1,387.85,375.55,379,379.5,380.78,24448,93.09,1178,15219,62.25
CORALFINAC, EQ, 22-Mar-2022,39.3,39.55,41.5,38.6,39.15,39.15,39.77,100723,40.05,905,31546,31.32
CORDSCABLE, EQ, 22-Mar-2022,52.9,53.35,53.35,51.75,51.8,52,52.26,23537,12.3,398,17739,75.37
COROMANDEL, EQ, 22-Mar-2022,854.75,860,860.5,825.25,830,830.8,836.69,625966,5237.41,24677,343122,54.81
COSMOFILMS, EQ, 22-Mar-2022,1757.7,1764.9,1786.25,1739.05,1767.4,1756.3,1758.23,61999,1090.09,7719,18127,29.24
COUNCODOS, BE, 22-Mar-2022,5.7,5.5,5.8,5.45,5.75,5.6,5.5,86256,4.75,154, -, -
CPSEETF, EQ, 22-Mar-2022,33.23,33.35,33.88,33.25,33.35,33.48,33.51,1007200,337.5,3643,884627,87.83
CRAFTSMAN, EQ, 22-Mar-2022,2027.9,2027.9,2240.1,2027.9,2186,2185.95,2172.61,71592,1555.42,10001,23699,33.1
CREATIVE, EQ, 22-Mar-2022,645,649.8,677.25,633.75,677.25,677.25,666.67,45660,304.4,770,28091,61.52
CREDITACC, EQ, 22-Mar-2022,799.2,802,835,784.4,803,802.85,810.31,486079,3938.73,20263,195290,40.18
CREST, BE, 22-Mar-2022,181.35,176.55,182,175.15,179.5,179.5,179.28,65836,118.03,65, -, -
CRISIL, EQ, 22-Mar-2022,3025.8,3038,3099.95,2889,3080,3077.55,3016.1,86424,2606.63,16523,20344,23.54
CROMPTON, EQ, 22-Mar-2022,394.2,393,394.15,380.55,386.35,387.3,385.29,2203247,8488.83,43524,1238851,56.23
CROWN, EQ, 22-Mar-2022,28.75,28.8,30.15,28.8,30.1,30.1,30.05,33352,10.02,155,27021,81.02
CSBBANK, EQ, 22-Mar-2022,219.35,217,222.6,217,219,219.95,219.91,634162,1394.6,2393,559416,88.21
CTE, BE, 22-Mar-2022,63.85,66.5,66.5,62,63.7,63.3,63.26,11403,7.21,154, -, -
CUB, EQ, 22-Mar-2022,119.8,119.8,120.8,117.7,120.65,120,119.33,2225261,2655.47,10435,1299729,58.41
CUBEXTUB, EQ, 22-Mar-2022,28.25,28.25,28.6,27.15,27.55,27.7,27.74,7452,2.07,148,4217,56.59
CUMMINSIND, EQ, 22-Mar-2022,1054,1059.3,1059.3,1031.15,1053.9,1051.85,1043.34,661241,6898.97,26525,266955,40.37
CUPID, EQ, 22-Mar-2022,242.75,238,244.75,238,243.95,243.1,241.41,41276,99.64,1391,30132,73
CYBERMEDIA, BE, 22-Mar-2022,37.9,36.05,36.05,36.05,36.05,36.05,36.05,5105,1.84,39, -, -
CYBERTECH, EQ, 22-Mar-2022,173.5,173,195,172.45,192,190.15,186.62,327445,611.08,8304,92053,28.11
CYIENT, EQ, 22-Mar-2022,901,905,955,898.45,949,950,933.23,522752,4878.48,29331,199420,38.15
DAAWAT, EQ, 22-Mar-2022,75.2,75,75.75,73.9,75,75.1,74.96,1096067,821.64,7339,473453,43.2
DABUR, EQ, 22-Mar-2022,549.55,549,549,531.3,535.3,534,535.69,2369464,12692.91,54683,1348133,56.9
DALBHARAT, EQ, 22-Mar-2022,1425.15,1425.15,1431.95,1397.05,1424,1422.45,1419.38,208200,2955.14,14273,81171,38.99
DALMIASUG, EQ, 22-Mar-2022,502.55,506.8,510.9,494.55,501.65,501,501.92,152246,764.15,5871,52492,34.48
DAMODARIND, EQ, 22-Mar-2022,60.95,63.7,63.7,60.1,60.5,60.5,60.86,17745,10.8,440,10606,59.77
DANGEE, EQ, 22-Mar-2022,283.35,284,339.95,275,314.85,323.7,319.94,259348,829.77,8713,61580,23.74
DATAMATICS, EQ, 22-Mar-2022,282.25,283.3,287.9,278,280.7,279.9,283.68,137822,390.97,4409,48752,35.37
DATAPATTNS, EQ, 22-Mar-2022,677.1,682.7,682.7,661.15,663.65,665.15,667.16,130825,872.82,5958,69757,53.32
DBCORP, EQ, 22-Mar-2022,89.1,89.3,90.3,88.3,88.95,89.05,89.13,120158,107.1,3087,59649,49.64
DBL, EQ, 22-Mar-2022,248.55,249.9,251.85,244.4,248.5,247.05,247.79,521704,1292.75,6223,299741,57.45
DBREALTY, BE, 22-Mar-2022,101.55,99.2,102.7,98,99.55,98.6,99.27,159980,158.81,1744, -, -
DBSTOCKBRO, BE, 22-Mar-2022,30.5,29.05,31.95,29,29.6,29.7,30.56,3245,0.99,47, -, -
DCAL, EQ, 22-Mar-2022,179.45,179.05,181.55,176.5,178.7,177.8,179,309836,554.61,3811,152364,49.18
DCBBANK, EQ, 22-Mar-2022,71.6,71.1,72.5,70.2,72.05,72.05,71.01,1530281,1086.65,6463,1100315,71.9
DCM, EQ, 22-Mar-2022,82.15,83.3,83.5,75.35,80.15,77.6,79.71,75029,59.81,2177,27404,36.52
DCMNVL, EQ, 22-Mar-2022,236.95,233,239.9,233,239.3,238.45,237.91,45751,108.85,1015,26348,57.59
DCMSHRIRAM, EQ, 22-Mar-2022,1066.1,1069.1,1080,1051,1071.25,1073.85,1068.08,63875,682.24,7458,22832,35.74
DCMSRIND, EQ, 22-Mar-2022,100.85,100.5,102.8,100,101,100.9,100.98,144267,145.68,2886,66000,45.75
DCW, EQ, 22-Mar-2022,43.35,42.75,43.5,41.6,42.45,42.55,42.42,789728,335.01,1968,500800,63.41
DECCANCE, EQ, 22-Mar-2022,556,566,566,547.85,554.9,549.7,550.82,20219,111.37,1263,12826,63.44
DEEPAKFERT, EQ, 22-Mar-2022,559.5,562.8,566.1,557,561.8,561.05,561.94,308578,1734.03,12164,163012,52.83
